id,type,value,parent_id,indelible
'4c5cea50-3af6-4a58-bdeb-b7585ba12a53','COORDINATE_SYSTEM','МСК-23 Краснодарский край',null,null
'63d37f9a-790a-470f-9586-82831b3bd124','COORDINATE_SYSTEM','МСК-24 Красноярский край',null,null
'8b4eafa1-c5ad-4b15-b6e8-6f06be16e35a','COORDINATE_SYSTEM','МСК-25 Приморский край',null,null
'72e43b4c-2156-428f-96e7-4940199d230c','COORDINATE_SYSTEM','МСК-26 Ставропольский край',null,null
'5f62d202-36cb-49c6-9a3c-29809ef48503','COORDINATE_SYSTEM','МСК-27 Хабаровский край',null,null
'e61197d3-50ce-4e86-92c0-061cb078e70d','COORDINATE_SYSTEM','МСК-28 Амурская область',null,null
'bcc04c89-cf61-438b-b4a9-6f54bd0af728','COORDINATE_SYSTEM','МСК-29 Архангельская область',null,null
'c2dac02d-f2c9-4ac0-bbff-cb57a87cddaa','COORDINATE_SYSTEM','МСК-30 Астраханская область',null,null
'7cf8f36c-aa14-478d-9f98-9ff269038208','COORDINATE_SYSTEM','МСК-31 Белгородская область',null,null
'd1bbce12-82cf-459b-834b-c9256a249d3a','COORDINATE_SYSTEM','МСК-32 Брянская область',null,null
'c8d12fd6-40f8-4a43-8390-43dc81bf3d7e','COORDINATE_SYSTEM','МСК-33 Владимирская область',null,null
'7a266709-36af-4ec0-9c51-65e2e0dc0318','COORDINATE_SYSTEM','МСК-34 Волгоградская область',null,null
'b76cacb4-e425-4e3b-8841-4fd1dd30276f','COORDINATE_SYSTEM','МСК-35 Вологодская область',null,null
'6d611ccb-37c9-4d1e-807c-2e59c29477ba','COORDINATE_SYSTEM','МСК-36 Воронежская область',null,null
'517f9a99-d115-4fe2-81fc-2b8eb57e0a43','COORDINATE_SYSTEM','МСК-37 Ивановская область',null,null
'87c3246c-73ec-4bd3-aaa9-c9fdcacd46c4','COORDINATE_SYSTEM','МСК-38 Иркутская область',null,null
'5940fe34-b9be-4377-bec9-0167c3d03c56','COORDINATE_SYSTEM','МСК-39 Калининградская область',null,null
'd7afb95e-11b3-46dc-bd57-3cad0675bb7e','COORDINATE_SYSTEM','МСК-40 Калужская область',null,null
'24fabe57-2314-497e-8af6-a2155f403229','COORDINATE_SYSTEM','МСК-41 Камчатский край',null,null
'd87bd399-2c6d-45fe-b6b4-f0b1590a4601','COORDINATE_SYSTEM','МСК-42 Кемеровская область',null,null
'94a3c975-bd48-412e-8caa-6b4fd050a962','COORDINATE_SYSTEM','МСК-43 Кировская область',null,null
'7f755121-2e22-4dba-bc31-74f26dfb6b1d','COORDINATE_SYSTEM','МСК-44 Костромская область',null,null
'c983e88c-af84-4881-a373-8bcabe01e816','COORDINATE_SYSTEM','МСК-45 Курганская область',null,null
'88fa1a0c-faab-4a59-b8ec-df62d0bfd661','COORDINATE_SYSTEM','МСК-46 Курская область',null,null
'24c67693-71e6-4e6f-b98b-62de5774c546','COORDINATE_SYSTEM','МСК-47 Ленинградская область',null,null
'fa46cc62-2cdf-41b3-afa7-15d0bc8dc22d','COORDINATE_SYSTEM','МСК-1964 город Санкт-Петербург',null,null
'74509eb4-d1d3-4329-ab34-ed7b5f2089e4','COORDINATE_SYSTEM','МСК-48 Липецкая область',null,null
'a34906b8-f980-4558-b336-a063630f69f3','COORDINATE_SYSTEM','МСК-49 Магаданская область',null,null
'8d6868ee-2d30-47cb-902f-f5700a020a36','COORDINATE_SYSTEM','МСК-50 Москва и Московская область',null,null
'36cd8c48-81b1-48ad-bb61-9962b37d6fc8','COORDINATE_SYSTEM','МСК-51 Мурманская область',null,null
'64535775-e50e-43a9-a40b-6aded7f72973','COORDINATE_SYSTEM','МСК-52 Нижегородская область',null,null
'60ad02a4-755e-4cef-84e4-cc7ed1b56ea4','COORDINATE_SYSTEM','МСК-53 Новгородская область',null,null
'7019477f-47d7-411a-b9c5-bb5f25d63379','COORDINATE_SYSTEM','МСК-54 Новосибирская область',null,null
'1fc4cbdd-9952-46ed-b250-4e83d13e5ea6','COORDINATE_SYSTEM','МСК-55 Омская область',null,null
'59ab3f03-92a5-493d-88d7-ef85f81e54bc','COORDINATE_SYSTEM','МСК-56 Оренбургская область',null,null
'888b9956-34dd-47ab-9f15-f6e66d31c7be','COORDINATE_SYSTEM','МСК-57 Орловская область',null,null
'40b881fc-849e-4595-a55b-200b2bf7348d','COORDINATE_SYSTEM','МСК-58 Пензенская область',null,null
'f2e94ca5-f261-4607-8d50-3d884610ef0b','COORDINATE_SYSTEM','МСК-59 Пермский край',null,null
'439b924e-9f23-4b49-b3f2-ef1bd28b1ee9','COORDINATE_SYSTEM','МСК-60 Псковская область',null,null
'200b9ff8-fdc4-419b-8aa2-31ba6f47fed1','COORDINATE_SYSTEM','МСК-61 Ростовская область',null,null
'278b6913-47f5-4a1c-bd4b-03462661d0d3','COORDINATE_SYSTEM','МСК-62 Рязанская область',null,null
'05afa073-5f10-4b6b-80f9-2a6b837720a4','COORDINATE_SYSTEM','МСК-63 Самарская область',null,null
'b4860c78-b0c7-4543-9e36-31ddacbaec2c','COORDINATE_SYSTEM','МСК-64 Саратовская область',null,null
'dd856402-0efb-4b85-b6ed-7159c5c5bc57','COORDINATE_SYSTEM','МСК-65 Сахалинская область',null,null
'f20a1a20-dd7e-4be9-bcfc-c46ab2f5bad4','COORDINATE_SYSTEM','МСК-66 Свердловская область',null,null
'096608c3-6207-43f3-b053-db5a0ad15557','COORDINATE_SYSTEM','МСК-67 Смоленская область',null,null
'9c0289b9-6362-4633-a7fe-774b274479f2','COORDINATE_SYSTEM','МСК-68 Тамбовская область',null,null
'00581503-e7c0-48b0-981c-d81ef0e97e97','COORDINATE_SYSTEM','МСК-69 Тверская область',null,null
'607e1fb7-8747-461e-8413-4a903c4fffa8','COORDINATE_SYSTEM','МСК-70 Томская область',null,null
'fd008e13-353e-438e-8e66-34aa53cd6049','COORDINATE_SYSTEM','МСК-71 Тульская область',null,null
'a5c4fb84-ab54-4517-a7f0-aa44f56f27e3','COORDINATE_SYSTEM','МСК-72 Тюменская область',null,null
'5fcec43d-5c11-4ee9-8be8-38391bce3fa2','COORDINATE_SYSTEM','МСК-73 Ульяновская область',null,null
'3d18486b-f88e-49a6-b882-cf3a10f2b469','COORDINATE_SYSTEM','МСК-74 Челябинская область',null,null
'548ff931-d9a2-403c-aa93-e267d51fb4c5','COORDINATE_SYSTEM','МСК-75 Забайкальский край',null,null
'20ea09a2-de32-4bad-a705-09cc50a02ab0','COORDINATE_SYSTEM','МСК-76 Ярославская область',null,null
'1e647d9c-8883-49c7-a244-717870528af5','COORDINATE_SYSTEM','МСК-83 Ненецкий автономный округ',null,null
'b31f0c1b-c34c-4d23-b2cc-9755f9614289','COORDINATE_SYSTEM','МСК-86 Ханты-Мансийский автономный округ — Югра',null,null
'628f8dc2-68f2-4533-86e9-b7771b8af03f','COORDINATE_SYSTEM','МСК-87 Чукотский автономный округ',null,null

'2ddbc0b7-6c0e-4203-bf72-f5ad8624f989','DOT_DESCRIPTION','Долговременный межевой знак',null,null
'84fd09ce-7d95-4544-8806-f5da81b3204b','DOT_DESCRIPTION','Временный межевой знак',null,null
'75d38311-c8e9-479d-b294-73fc79e1d263','DOT_DESCRIPTION','Закрепление отсутствует',null,null

'2f5a7e47-3411-4ed8-9c36-c31776f1356e','NEGATIVE_OBJECT_CATEGORY','Объекты I категории - объекты, оказывающие значительное негативное воздействие на окружающую среду и относящиеся к областям применения наилучших доступных технологий',null,null
'83a1300c-a739-4dbc-b9f7-736e849d3685','NEGATIVE_OBJECT_CATEGORY','Объекты II категории - объекты, оказывающие умеренное негативное воздействие на окружающую среду',null,null
'38ee894a-c77a-49c5-a1ab-05bfe3ce3911','NEGATIVE_OBJECT_CATEGORY','Объекты III категории - объекты, оказывающие незначительное негативное воздействие на окружающую среду',null,null
'78523987-f285-4cf1-9fae-564e6875d144','NEGATIVE_OBJECT_CATEGORY','Объекты IV категории - объекты, оказывающие минимальное негативное воздействие на окружающую среду',null,null

'c861a4b3-bbda-4ec9-a036-c6c73916138b','DANGER_TYPE','I класс опасности',null,null
'1819ec9b-06cb-4b6e-bd53-ac3dbf191917','DANGER_TYPE','II класс опасности',null,null
'997cc7cf-6558-4507-a768-02525b669382','DANGER_TYPE','III класс опасности',null,null
'49954f0b-ee23-4e19-af79-60daa8fa8f5a','DANGER_TYPE','IV класс опасности',null,null
'735916f1-c44f-4639-a9e4-3fc365d416b9','DANGER_TYPE','Не применяется',null,null

'1fc76dde-51a2-4aa2-9f93-71479259409e','WASTE_DANGER_CLASS','I класс - чрезвычайно опасные отходы',null,null
'c7e8e95c-fb31-45b7-9dd7-fe5c05486202','WASTE_DANGER_CLASS','II класс - высокоопасные отходы',null,null
'c92e25e6-3151-4444-8c5f-44d35edec6e8','WASTE_DANGER_CLASS','III класс - умеренно опасные отходы',null,null
'20767a64-eadf-4b0a-bf3b-40cf7f29f814','WASTE_DANGER_CLASS','IV класс - малоопасные отходы',null,null
'9a4deb4d-9c15-4a98-9081-89138fea525d','WASTE_DANGER_CLASS','V класс - практически неопасные отходы',null,null

'13060435-834d-4ac4-bc2d-292aadda7f44','TREATMENT_FACILITIES','Экран грунтовый',null,null
'a713d230-5d8f-44bc-b41f-3f49901d653f','TREATMENT_FACILITIES','Экран бетонный и железобетонный',null,null
'b0784812-d067-4877-ba60-1e2ebf7d03aa','TREATMENT_FACILITIES','Экран асфальтобетонный',null,null
'6b08cbf2-0012-4a5a-9916-19f00b7ab14c','TREATMENT_FACILITIES','Экран пленочный',null,null
'6a644314-47a6-4fc9-af1a-7c4d63a667c1','TREATMENT_FACILITIES','Естественный экран',null,null
'0b40e90b-b66d-4e47-938c-67e89821cfc3','TREATMENT_FACILITIES','Обваловка',null,null
'f33b45c2-03a8-4ec8-be86-bb6aaabf34df','TREATMENT_FACILITIES','Ограждение',null,null
'612ef561-ed90-42a1-844e-779723183997','TREATMENT_FACILITIES','Отвод ливневых и дренажных вод',null,null
'02343396-4d89-40bf-816c-da4e71818657','TREATMENT_FACILITIES','Сбор и очистка ливневых и дренажных вод',null,null
'64835700-b8a3-4ecc-b04d-4c44d7e1899a','TREATMENT_FACILITIES','Сбор и очистка фильтрата',null,null
'4bf7a0ba-4feb-4fbe-b397-806558c5a20d','TREATMENT_FACILITIES','Сбор биогаза',null,null
'17936d69-c8ad-42f7-b3d0-8baa34adb049','TREATMENT_FACILITIES','Противопылевое обустройство',null,null
'514e9b60-ba1a-48ed-9d29-72290fbf14ce','TREATMENT_FACILITIES','Иная система защиты окружающей среды',null,null
'2bd5af77-3481-4a3d-bee0-9bc639cdf953','TREATMENT_FACILITIES','Система защиты окружающей среды отсутствует',null,null

'c34c8106-51cf-4f9d-9db5-1195a386b3fd','ROAD_SURFACE_TYPE','Капитальные',null,null
'1dbda4a8-8d41-4148-8646-b476a1b455af','ROAD_SURFACE_TYPE','Облегченные',null,null
'3ac6ab66-d6dd-4bb8-b050-b0fb8840056e','ROAD_SURFACE_TYPE','Переходные',null,null
'952c9dc2-57f1-45ea-aab6-e7b7e0b4e739','ROAD_SURFACE_TYPE','Низшие',null,null
'30e2a727-9fb8-44c0-a513-5bd998d5f83c','ROAD_SURFACE_TYPE','Цементобетонные монолитные',null,null
'bc2535a4-aece-4698-85e1-160b2599c7de','ROAD_SURFACE_TYPE','Железобетонные, монолитные и сборные или из предварительно напряженного железобетона, армобетонные сборные и монолитные',null,null
'5fffa36c-2464-4555-824b-ce79fa1bdd16','ROAD_SURFACE_TYPE','Асфальтобетонные',null,null
'acdc642e-a312-4244-8a71-42b5c412c7e2','ROAD_SURFACE_TYPE','Из щебня, гравия и песка, обработанных вяжущими',null,null
'eb2b1c7a-fdb2-4917-9a51-ddf0a0333dd4','ROAD_SURFACE_TYPE','Щебеночные и гравийные; из грунтов и каменных материалов, обработанных вяжущими или армированных геосинтетическими материалами',null,null
'fb553250-6b60-43e6-946b-5c366dd83a38','ROAD_SURFACE_TYPE','Из грунтов, армированных геосинтетическими материалами или улучшенных добавками',null,null

'02c471cd-2f13-43c9-98b8-1a06eb28771e','SECURITY_SOURCE','Собственная служба безопасности',null,null
'b97afc85-595c-42d9-9d7d-05914530d2ba','SECURITY_SOURCE','Услуги частных охранных служб (частные охранные предприятия)',null,null
'c0ecec77-ebee-4676-8169-5ef377d0916e','SECURITY_SOURCE','Государственные услуги в области частной охранной деятельности (вневедомственная охрана)',null,null

'10ca8278-1804-407c-a398-5c06bea83734','ENVIRONMENT_MONITORING_SYSTEM','Мониторинг грунтовых вод (наблюдательные скважины)',null,null
'5f62d6c4-9af6-42d4-9eb4-d4ee78b81347','ENVIRONMENT_MONITORING_SYSTEM','Мониторинг поверхностных вод',null,null
'468ddccf-61e4-40f7-82bd-9aeb2a37c774','ENVIRONMENT_MONITORING_SYSTEM','Мониторинг атмосферного воздуха',null,null
'aaca8509-7dea-42a4-a4af-e28eafa73b5b','ENVIRONMENT_MONITORING_SYSTEM','Мониторинг почвенного покрова',null,null
'c1e37614-6454-492e-8294-69e67c7d525e','ENVIRONMENT_MONITORING_SYSTEM','Мониторинг растительного покрова',null,null
'aefc8176-18b0-4757-b3de-7174adc0e6e5','ENVIRONMENT_MONITORING_SYSTEM','Комплексный мониторинг окружающей среды',null,null
'4b42a971-2f08-40b1-b079-fb73a31e3147','ENVIRONMENT_MONITORING_SYSTEM','Мониторинг окружающей среды отсутствует',null,null

'cda50002-2d1a-4885-ad5d-e5e1ef67ab86','SECONDARY_RESOURCES','Картон',null,null
'6f174e27-178f-4aae-85a3-4ad116680024','SECONDARY_RESOURCES','Макулатура',null,null
'f8694982-d5c0-444e-9441-f641b289a500','SECONDARY_RESOURCES','ПЭТФ',null,null
'c818e6fc-b093-4b0d-a488-910b6a963c5a','SECONDARY_RESOURCES','ПВД',null,null
'a150ab37-3206-4d76-a182-00b402c88d91','SECONDARY_RESOURCES','ПВХ',null,null
'3aff8b78-689f-4fe9-bd1d-455e50d79bf3','SECONDARY_RESOURCES','ПНД',null,null
'3705626e-bafa-4564-8a90-64ad57a4aa8d','SECONDARY_RESOURCES','ПП',null,null
'e5f04505-48ac-4298-845a-22cb3f503211','SECONDARY_RESOURCES','ПС',null,null
'7d3dd589-4a65-44c5-92fb-8af237e6df13','SECONDARY_RESOURCES','Стекло',null,null
'ca677fbe-9fac-408f-8a77-bdd6a580ba70','SECONDARY_RESOURCES','Черные металлы',null,null
'462f6d7a-296c-4c18-9224-3b4306a8fe4a','SECONDARY_RESOURCES','Цветные металлы',null,null
'7a5aaed0-949b-4d11-8a79-b8b33b528b49','SECONDARY_RESOURCES','Текстиль',null,null
'aa2e96d0-93d1-4866-b9ef-c138b25df3fa','SECONDARY_RESOURCES','Многослойная упаковка типа "Тетра-Пак"',null,null

'02a7a781-9da4-4685-87a2-7522fd9f9295','UTILIZATION_TYPE','Использование отходов на этапах их технологического цикла',null,null
'92916bef-aaf4-474a-9c0a-7b67bcaa012f','UTILIZATION_TYPE','Обеспечение повторного (вторичного) использования',null,null
'5a8a0450-5585-47aa-bb1e-4d97ea94509c','UTILIZATION_TYPE','Переработка списанных изделий',null,null

'd642758e-1875-4a11-99a1-3e780fb0c90a','WATERPROOFING_TYPE','Гидроизолирующий слой из геомембраны (пленки из полиэтилена высокой плотности — HDPE и низкой плотности LDPE)',null,null
'0c58fba1-c217-4d9a-ba4e-f6c8c8303ea0','WATERPROOFING_TYPE','Гидроизолирующий слой из бентонитовых матов',null,null

'905980e7-2b41-4f7e-bb63-de11ef7c234d','OBJECT_REQUEST_STATUS','Черновик',null,null
'50ee7130-7b2f-41ff-b253-4c1d075100ec','OBJECT_REQUEST_STATUS','Модерация',null,null
'14764777-9c80-4048-a100-154b841edb41','OBJECT_REQUEST_STATUS','Запрошена ревизия данных ',null,null
'e129b4d2-035a-4368-8d5e-3588ef904c62','OBJECT_REQUEST_STATUS','Запрошено техническое обследование объекта ',null,null
'7093707e-d109-4477-91a1-dae9c2eb442c','OBJECT_REQUEST_STATUS','Опубликовано',null,null
'409a19bd-d1be-4cc4-bd14-668f294131f5','OBJECT_REQUEST_STATUS','Удалено (архив)',null,null

'5ffcc6bf-0ec5-4a33-b488-a6176c40ec49','IMPORT_STATUS','Импорт не выполнен',null,null
'17cb5267-aa9f-482a-bead-4440350d1a96','IMPORT_STATUS','Импорт выполнен частично',null,null
'dd3f8429-f287-42a4-b235-616f9c4cca37','IMPORT_STATUS','Импорт успешно выполнен',null,null

'd68a980c-8642-4207-b5b2-c4669716682e','FENCE_FUNCTIONAL','бетон',null,null
'40de6f03-fa7a-4a5e-b358-8c68bbab1eb0','FENCE_FUNCTIONAL','железобетон',null,null
'55523629-81d7-432d-8eb8-770d607a89b4','FENCE_FUNCTIONAL','кирпич',null,null
'eaa05c20-4b19-46c8-8a69-812c3e2aa5f6','FENCE_FUNCTIONAL','металлический лист (профнастил)',null,null
'f18f488e-43ac-4ce0-afb0-f27c769ecbcb','FENCE_FUNCTIONAL','металлическая сетка (сетка-рабица)',null,null
'15a2c4c8-9e4f-4347-8518-326f6bebd168','FENCE_FUNCTIONAL','пластиковый лист',null,null
'219aca53-d503-4f5c-ab54-e01f2bdff60d','FENCE_FUNCTIONAL','дерево',null,null
'02b36288-e367-4588-a7d0-f9f28d8eca53','FENCE_FUNCTIONAL','полимерные материалы, обеспечивающие прочность конструкции',null,null

'e7e03384-54bb-4834-9a2b-f6f9d2ea5c56','FENCE_MOBILITY','стационарное',null,null
'5a2d512f-ac39-4a14-8c44-a5222316abb7','FENCE_MOBILITY','быстроразвертываемое (носимое, возимое)',null,null

'c6b33c98-6fcd-4111-a4b5-816f1b789b33','FENCE_CANVAS','сплошное',null,null
'72052e40-2397-4c2a-a82b-54afbad9e073','FENCE_CANVAS','секционное',null,null
'713c8f3a-7734-4fcb-8b4b-fd214c80c570','FENCE_CANVAS','комбинированное',null,null

'4b621020-98ec-4e9a-8055-51f5ec3913d2','FENCE_VIEWABILITY','глухое',null,null
'3fe3c52f-7213-4e61-8229-847365310ca9','FENCE_VIEWABILITY','просматриваемое',null,null
'1d631ca2-996b-4a5e-8b99-6be40321eb35','FENCE_VIEWABILITY','комбинированное',null,null

'0a47f118-f14c-43af-98ff-857baa0bca7e','FENCE_FABRIC_MATERIAL','жесткое глухое полотно: бетон, железобетон, кирпич, металл и дерево',null,null
'0f89160a-3896-49b2-b38d-92b372f0757e','FENCE_FABRIC_MATERIAL','жесткое решетчатое полотно: железобетон, кирпич, металл и дерево',null,null
'e98ae097-9d36-4292-be2e-3b2778fd6784','FENCE_FABRIC_MATERIAL','гибкое полотно: проволока, сетка (металл, пластик) и спирали армированной колючей ленты',null,null
'361dc50f-80ba-4d78-86de-3801c1be2311','FENCE_FABRIC_MATERIAL','комбинированное полотно',null,null

'd1da06d4-baef-42a2-aca6-424708eabe6a','FENCE_FOUNDATION','точечный (свая, винтовая опора, трубчатая забивная опора)',null,null
'a1b6d0d1-a61e-4ebe-87da-ae97822ac549','FENCE_FOUNDATION','ленточный',null,null

'd04046e5-0fa3-4277-b491-b4f6cb3193c7','FENCE_SUPPORTS_MATERIAL','бетон',null,null
'fa2dcb42-8891-450c-b853-42cf165d7a0b','FENCE_SUPPORTS_MATERIAL','железобетон',null,null
'efdc5ab0-1589-405f-a28c-3c8a9393b8c6','FENCE_SUPPORTS_MATERIAL','кирпич',null,null
'02180ec9-edba-4ca4-bf43-b2e6291e9654','FENCE_SUPPORTS_MATERIAL','металл',null,null
'eb1d105a-cfea-4e11-8968-739c03a4b056','FENCE_SUPPORTS_MATERIAL','дерево',null,null
'1cdcd9a1-6be5-434b-8c39-959ab1b297dd','FENCE_SUPPORTS_MATERIAL','полимерные материалы, обеспечивающие прочность конструкции',null,null

'be13c9f2-fdae-4bee-b488-57910acbde06','LIGHTS_FUNCTIONAL_TYPE','световые приборы со светодиодами',null,null
'7920b14d-8984-4f70-9bee-90d4ba9f607c','LIGHTS_FUNCTIONAL_TYPE','световые приборы с металлогалогенными источниками света',null,null
'889b6ae7-e7e6-4f4a-b5a7-0a00513930ec','LIGHTS_FUNCTIONAL_TYPE','световые приборы с люминесцентными источниками света',null,null
'692cd451-815b-4659-b695-ccaed1b2d657','LIGHTS_FUNCTIONAL_TYPE','световые приборы с натриевыми лампами высокого давления',null,null
'fbc4f2d7-3ab8-4251-a02e-2791ec5a4997','LIGHTS_FUNCTIONAL_TYPE','световые приборы с ртутными лампами высокого давления',null,null

'4b7d6e92-f732-4973-a913-2f04135c2381','CONVEYOR','Подающий конвейер',null,null
'ea846ac8-6d56-46ce-8c89-db73d00038df','CONVEYOR','Сортировочный конвейер',null,null
'28c3c74b-3e7e-417f-bded-9487cfd73485','CONVEYOR','Реверсивный конвейер',null,null
'b91fe3ea-9890-481f-8f74-57eb426c005f','CONVEYOR','Подающий конвейер пресса ВМР',null,null
'a2e1cd6d-4f98-4055-8dbd-18e9017b2df4','CONVEYOR','Разрыватель пакетов',null,null

'1721d085-848f-4f5d-8a73-ba1e28381f37','SEPARATOR','Сепаратор цветных металлов',null,null
'7c2ec1e4-7872-4e72-b974-70aa6fb581a9','SEPARATOR','Сепаратор черных металлов',null,null
'875f9452-f6f0-420d-bc5b-42323c6d5086','SEPARATOR','Оптические сепараторы',null,null
'2d9e5088-d9a1-4203-9a92-eb801c3e5e8e','SEPARATOR','Вихретоковые сепараторы',null,null
'c6907759-839d-469e-b678-31971ea0c4e9','SEPARATOR','Баллистические сепараторы',null,null
'434d2837-d7cb-4e63-b0a5-47acd63e3fe0','SEPARATOR','Сепараторы легкой и тяжелой фракции',null,null
'76de5a52-84ad-4b3a-b8c8-7297c3cf7e80','SEPARATOR','Вибрационные сепараторы',null,null
'61daa90f-0546-4cfe-8b63-3c2bfd2bfe34','SEPARATOR','Перфораторы ПЭТ-тары',null,null

'eeff8127-e87e-48f7-8cbb-13153b2afeab','PRESS','Горизонтальные прессы',null,null
'a623d89a-2f6b-4f80-8605-d43d6dd52c77','PRESS','Вертикальные прессы',null,null
'286135ab-2f13-48ba-ad22-3d9d3fbf70d9','PRESS','Пресс компакторы',null,null
'c2d75472-ff87-46eb-929a-edf2dcfb7986','PRESS','Упаковочные машины для ТКО',null,null

'a9576789-aa98-4c68-a51e-b2910c824ebd','ADDITIONAL_EQUIPMENT','Барабанный грохот',null,null
'22ca2b24-f49b-4686-b994-767db7eed6a3','ADDITIONAL_EQUIPMENT','Дробильная установка',null,null
'2d023da7-011e-4569-b014-e4278880fe45','ADDITIONAL_EQUIPMENT','Сушильная установка',null,null

'c2d8c5c5-ee90-4518-b854-c5a59fba489a','TECHNICAL_SURVEY_STATUS','Не начато',null,null
'4052a373-5184-4df8-b8bc-4183569bd282','TECHNICAL_SURVEY_STATUS','В процессе проведения',null,null
'c2399390-0938-4b31-b7f8-0a74f9bb6ba9','TECHNICAL_SURVEY_STATUS','Завершено',null,null

'5c6e9563-8a3e-41aa-b141-7a8352a33dc6','TECHNICAL_SURVEY_RESULT','Выявлены несоответствия в ранее представленных данных',null,null
'89c38443-301b-42a0-a6e1-9e5455f9e595','TECHNICAL_SURVEY_RESULT','Несоответствия не выявлены',null,null

'ec26a453-ef7b-40a5-9d81-8633b952fd81','PLACEMENT_OBJECT_EQUIPMENT','Основное производственное оборудование',null,null
'3f4b402a-4797-4772-8942-1f6804bd6b43','PLACEMENT_OBJECT_EQUIPMENT','Вспомогательное производственное оборудование',null,null

'5c66458a-1d38-415f-95e9-9ac1304f450c','UTILIZATION_OBJECT_EQUIPMENT','Основное производственное оборудование',null,null
'c0bdfeec-0f8d-44df-911d-245f3d2cfdc9','UTILIZATION_OBJECT_EQUIPMENT','Вспомогательное производственное оборудование',null,null

'c1f1aa1d-d151-4aa4-87b4-c19f1f5d3366','NEUTRALIZATION_OBJECT_EQUIPMENT','Основное производственное оборудование',null,null
'e6699097-19bf-4cbd-8b75-0bfff8492148','NEUTRALIZATION_OBJECT_EQUIPMENT','Вспомогательное производственное оборудование',null,null

'ec0828ef-73e0-4a51-b814-bf6903ee34de','EQUIPMENT_KIND','Конвейеры',null,null
'bbcef6b5-75ce-4770-bd00-3872a17773c3','EQUIPMENT_KIND','Сепараторы',null,null
'e16a0d6a-9446-4997-9a84-ff8b371f5542','EQUIPMENT_KIND','Прессы',null,null
'57016882-eeb1-4ed1-bf78-a43f8c68e351','EQUIPMENT_KIND','Дополнительное оборудование',null,null

'609dbf2a-5e0a-475a-ae25-cd8c5ada8a9f','GRORO','02-00001-Х-00479-010814',null,null
'64700188-cf66-48e5-9ccb-97b0134d8df2','GRORO','02-00002-Х-00479-010814',null,null
'd7e3dbd4-cf78-4d7b-b2ea-701817c2c458','GRORO','02-00003-Х-00479-010814',null,null
'74fd8feb-8c3c-49d7-b934-873aa9b4d8d2','GRORO','02-00004-Х-00479-010814',null,null
'49473fcd-dc3e-430f-afde-ed2720e7919a','GRORO','02-00005-Х-00479-010814',null,null
'2f312ced-d790-43a5-a2c1-9fddda6ffd1d','GRORO','02-00006-Х-00479-010814',null,null
'262da207-5252-4273-98ce-c7ba05b5c48b','GRORO','02-00007-З-00479-010814',null,null
'69ac9104-e97b-4de2-bb9b-5df5ef9e0661','GRORO','02-00008-З-00479-010814',null,null
'4accf995-c769-4f09-a42f-ac04f1e9828d','GRORO','02-00009-З-00479-010814',null,null
'338abf53-5a58-4615-bb62-86632550df1d','GRORO','02-00010-Х-00479-010814',null,null
'7dc49f07-e733-455d-8dbe-4b9585b51bf5','GRORO','02-00011-Х-00479-010814',null,null
'57603bab-1f85-447d-b2b2-68ace1e026dd','GRORO','02-00012-Х-00479-010814',null,null
'ec6d9dfd-860c-48b6-8106-21b2ff5631ec','GRORO','02-00013-Х-00479-010814',null,null
'9968cdcf-55cf-4680-a730-409592a9609c','GRORO','02-00014-Х-00479-010814',null,null
'fe1e2723-5718-4765-b960-0032dc4b2b22','GRORO','02-00015-Х-00479-010814',null,null
'ca1ca125-65f0-4848-a4bd-af5766113c6f','GRORO','02-00016-З-00479-010814',null,null
'296d3473-a4dc-4d8e-abd8-e4137e902684','GRORO','02-00017-Х-00479-010814',null,null
'04562a0a-36fc-42dc-9471-30eaa782ee81','GRORO','02-00018-Х-00479-010814',null,null
'08130602-c47f-442b-9a15-0cedef7af7d3','GRORO','02-00019-Х-00479-010814',null,null
'86bd266e-b61e-4f67-a73d-4e62ea45d1ec','GRORO','02-00020-Х-00479-010814',null,null
'8724e56b-3eb9-4f81-a3ed-7a386956ee6b','GRORO','02-00021-Х-00479-010814',null,null
'cf728f80-7e54-4c3b-b536-19a33ea96c01','GRORO','02-00022-Х-00479-010814',null,null
'8b98b0d2-b4d7-46f3-a205-0c3f7250bcc6','GRORO','02-00023-З-00479-010814',null,null
'5609ea8a-579b-4500-a2a5-c40e12613b79','GRORO','02-00024-Х-00479-010814',null,null
'f4652e3b-89d4-442c-86ee-fe8141264444','GRORO','02-00025-Х-00479-010814',null,null
'17e7d42d-ed8a-419e-8a16-d95d337fac75','GRORO','03-00001-Х-00479-010814',null,null
'ea85ccfb-993b-44ed-bd6a-b13eda166b89','GRORO','03-00002-З-00479-010814',null,null
'ed8f96c1-2c5b-4607-baf9-81a410237e20','GRORO','03-00003-З-00479-010814',null,null
'e43f7b82-a249-455d-a2aa-82b0a2fdbed8','GRORO','03-00004-З-00479-010814',null,null
'66f61090-b24a-43a4-b851-cf125de4791b','GRORO','03-00005-З-00479-010814',null,null
'de895ce4-6245-42c4-a103-bd00b6e1ea6b','GRORO','03-00006-Х-00479-010814',null,null
'c79ebb9a-d962-442e-80af-5898c87d368f','GRORO','03-00007-З-00479-010814',null,null
'0f14b99c-b236-475c-842d-3bed1492b6b5','GRORO','03-00008-З-00479-010814',null,null
