id,type,value,parent_id
'3a5b1e60-0a27-4b10-a2ea-5b0792f8fec6','SUBJECT_AREA','Солонешенский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'a195a12d-12ec-4387-ae60-a3a506000e1e','SUBJECT_AREA','Солтонский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'c292b253-9254-4339-9ab7-69a72c0a9338','SUBJECT_AREA','Суетский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'4d54753c-4727-4463-87e1-7ec6071542af','SUBJECT_AREA','Табунский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'0f4f591f-1f65-4282-99e4-485a19d0dc31','SUBJECT_AREA','Тальменский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'fe8648c3-1e3e-4708-9b74-34362b14e404','SUBJECT_AREA','Тогульский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'3140ceba-ad33-440d-916e-a0683b611083','SUBJECT_AREA','Топчихинский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'f778df41-2120-48a7-b705-1022e02f7aac','SUBJECT_AREA','Третьяковский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'6ca449b4-d142-4f40-aabe-e26acb57d5e8','SUBJECT_AREA','Троицкий р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'9d58ea7a-0757-4a0f-bb83-bc097c0bb603','SUBJECT_AREA','Тюменцевский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'fb276cde-d598-4dc4-9e6c-335d9aa6871f','SUBJECT_AREA','Угловский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'79d7faf8-304c-4ff4-8a97-faf68b4e084e','SUBJECT_AREA','Усть-Калманский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'38102cd5-5470-4cb3-a514-41691e6380f4','SUBJECT_AREA','Усть-Пристанский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'fa173b06-0311-470d-82d7-fbb6298eb9b2','SUBJECT_AREA','Хабарский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'9da828b3-e6b7-43ba-8df9-e925ed1e2c4a','SUBJECT_AREA','Целинный р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'6b27ba4e-d716-4728-8fae-885476e70d03','SUBJECT_AREA','Чарышский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'654714c7-2d18-4918-b7eb-043afe95b600','SUBJECT_AREA','Шелаболихинский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'f52359cb-6fd2-4bef-a20b-9cf7e8baea53','SUBJECT_AREA','Шипуновский р-н','b9ab4144-ff41-456c-9e34-7dc42df11129'
'cd038ee3-428e-4c59-b6b7-be0d2c90e8c2','SUBJECT_AREA','Яровое г','b9ab4144-ff41-456c-9e34-7dc42df11129'
'cff6da8a-72bd-477b-ae7f-6d9c8c37212d','SUBJECT_AREA','Баргузинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'a99f9f23-0d63-4772-9acc-9f74982c1276','SUBJECT_AREA','Баунтовский эвенкийский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'e64d30f0-0c66-494c-bdcd-cb2691e36420','SUBJECT_AREA','Бичурский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'56b2361e-2d2c-43e7-8d24-8671cb234a27','SUBJECT_AREA','Джидинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'8b9c2d14-883d-4cb6-a962-c938535c0753','SUBJECT_AREA','Еравнинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'e839d701-ef65-4507-a745-da0b49b0a075','SUBJECT_AREA','Заиграевский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'a6ffbd65-e738-4f35-a3c6-56062eef8da2','SUBJECT_AREA','Закаменский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'2a7294ce-d419-4bf7-bd9e-5a6bb787f933','SUBJECT_AREA','Иволгинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'5b10e3b3-1a04-4e9e-a5e9-3c267c52c801','SUBJECT_AREA','Кабанский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'36dcfdb9-7baa-4975-8018-7daa49103267','SUBJECT_AREA','Кижингинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'685252d7-cbcf-430a-a131-b705a7c4f4e2','SUBJECT_AREA','Курумканский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'bb4ee902-aa7e-46d2-bb25-49b8be2b4eaa','SUBJECT_AREA','Кяхтинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'400cdaeb-727c-4c14-a6e3-ae1365cdb52f','SUBJECT_AREA','Муйский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'ece07f19-fd9b-4832-a707-4128653b986f','SUBJECT_AREA','Мухоршибирский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'feb9715f-ab82-4404-95fe-e1913e02f34d','SUBJECT_AREA','Окинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'2e9f3b88-7b01-4d19-9ed4-7ae40769b528','SUBJECT_AREA','Прибайкальский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'2f219768-1d72-4c06-b128-48fc5296e301','SUBJECT_AREA','Северо-Байкальский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'81076c8f-11cb-4a01-95d2-0f9cd9a5f796','SUBJECT_AREA','Северобайкальск г','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'2b612f02-36ba-4eb8-83ee-47eadb573cf9','SUBJECT_AREA','Селенгинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'38b9ccd7-feb0-45ba-9892-78661dcbeda3','SUBJECT_AREA','Тарбагатайский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'4c95b200-1c21-4056-bed2-7cc34c3d0bbe','SUBJECT_AREA','Тункинский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'abbc4a3f-d056-478b-a5f8-6bf446153b8d','SUBJECT_AREA','Улан-Удэ г','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'779957ec-e94e-435b-a6fc-e83ca17e8ad7','SUBJECT_AREA','Хоринский р-н','390dc9d5-5ddf-41f0-8581-223c21eb2af2'
'1ff572ed-92d4-4fea-b068-bb3c07fd1c60','SUBJECT_AREA','Агинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'402531f1-dda7-4393-9145-4b5a58317c45','SUBJECT_AREA','Агинский Бурятский АО','621464fc-d021-4024-a926-2dc75b2fffe4'
'862fbbb7-53fc-44a5-9187-ab499cb0cf20','SUBJECT_AREA','Акшинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'52190445-d4e1-462f-9677-8cbbb6062be8','SUBJECT_AREA','Александрово-Заводский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'edc5bca4-2aed-4a46-983a-e04fc2a69daf','SUBJECT_AREA','Балейский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'7d17084d-5f84-4208-8191-e69305f86cb1','SUBJECT_AREA','Борзинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'b69ea18a-f639-4914-a4be-ff2055342b8a','SUBJECT_AREA','Газимуро-Заводский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'c016718e-ab14-402a-84b0-a69bc13ba492','SUBJECT_AREA','Горный пгт','621464fc-d021-4024-a926-2dc75b2fffe4'
'd789169b-0c64-4ba5-aa69-8f09183d17a0','SUBJECT_AREA','Горный-1 пгт','621464fc-d021-4024-a926-2dc75b2fffe4'
'd2e406b0-c32f-438d-bd34-fe82b1fc568c','SUBJECT_AREA','Дульдургинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'5979b3c9-972c-408c-9bf6-57db11f329e2','SUBJECT_AREA','Забайкальский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'010b7e3c-92e9-4f6a-a8ab-edc003f8e654','SUBJECT_AREA','Каларский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'34d7ccd3-5467-4e47-b180-ff047a0ff10a','SUBJECT_AREA','Калганский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'15a4ef30-366c-4e85-bb28-b8517850524d','SUBJECT_AREA','Карымский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'92a6438a-ec34-480e-8978-ea51acaa6be8','SUBJECT_AREA','Краснокаменский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'351df8ad-3a7b-45b0-9d05-25599ee62196','SUBJECT_AREA','Красночикойский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'0903fae6-3c1f-442b-ac47-f8e88aacc26d','SUBJECT_AREA','Кыринский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'b2fece4a-2a0b-4dc3-b054-2b97e7e74d91','SUBJECT_AREA','Могойтуйский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'c3766d07-75b2-4717-9ef8-79c18db8213e','SUBJECT_AREA','Могочинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'c30f2b3e-b8da-4931-90b8-cca6b3415cb6','SUBJECT_AREA','Нерчинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'06792e9a-a859-4ba1-8b8c-2777158daded','SUBJECT_AREA','Нерчинско-Заводский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'f47c5e98-ca3f-49d8-b05b-6585fd8379e4','SUBJECT_AREA','Оловяннинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'c02e4cfc-c67d-4b57-a915-745dc4aacd16','SUBJECT_AREA','Ононский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'306e4a62-e8e0-48ac-9c86-aa0ad6d23170','SUBJECT_AREA','Петровск-Забайкальский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'd8794db1-ffd1-4a26-b49b-9feba21cb34b','SUBJECT_AREA','Приаргунский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'7ec98c74-af14-44ce-84e9-af7511fd36e0','SUBJECT_AREA','Сретенский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'927a605a-f691-4bf2-9851-b49eb851aa22','SUBJECT_AREA','Тунгиро-Олекминский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'eec98bdb-b805-4704-a3da-d41c36022cd7','SUBJECT_AREA','Тунгокоченский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'8d5fe0cd-da7a-488c-846d-0c8e31afc888','SUBJECT_AREA','Улетовский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'a7120a56-cd33-4158-8875-988f1bab0783','SUBJECT_AREA','Хилокский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'027fadc7-0730-48ff-8ea8-f85eee326e26','SUBJECT_AREA','Чернышевский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'b5d37505-8bba-4279-806a-b3b1b3c1c472','SUBJECT_AREA','Чита г','621464fc-d021-4024-a926-2dc75b2fffe4'
'4e28c572-4f4a-455a-8cb8-0737f5fe2eb0','SUBJECT_AREA','Читинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'7737068c-e4fd-41b3-90bf-dda69120609b','SUBJECT_AREA','Шелопугинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'0fa6fd70-d2ab-47dc-a620-594dc017571d','SUBJECT_AREA','Шилкинский р-н','621464fc-d021-4024-a926-2dc75b2fffe4'
'f5c75a50-a505-4b4e-9e7b-8fad76c10599','SUBJECT_AREA','Аларский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'0d94ca49-cc8d-4756-b104-a573db68a16d','SUBJECT_AREA','Ангарск г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'7513a6d0-6f68-406d-b106-a70c0ffd549f','SUBJECT_AREA','Ангарский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'e822b141-eb4f-4c3c-90a6-1214cc7d0aae','SUBJECT_AREA','Балаганский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'aba548ed-c245-474d-ab0b-6fb8eef47ccb','SUBJECT_AREA','Баяндаевский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'f24128ea-e17d-4265-907f-a220aaa61b79','SUBJECT_AREA','Бодайбинский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'f51c31a9-2c2c-467a-aa16-5047160baef2','SUBJECT_AREA','Бодайбо г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'b79c5105-a695-43b8-a6d6-765ccad2109c','SUBJECT_AREA','Боханский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'b9111b52-e294-4307-ab4f-eb290810f596','SUBJECT_AREA','Братск г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'd933049a-9c4d-47b9-a522-a7a6534108ab','SUBJECT_AREA','Братский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'a87ccd95-44f3-444c-b96e-c539346f5d77','SUBJECT_AREA','Жигаловский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'98e28549-e54b-4d91-b90f-123cecb25a2e','SUBJECT_AREA','Заларинский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'a64bf70d-74d8-4a31-b506-22413ba4bdcf','SUBJECT_AREA','Зима г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'1ccf0a43-4dff-488d-902a-bd2d3fc03d69','SUBJECT_AREA','Зиминский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'd5df8250-b8e4-4bd7-8c61-4cd071170821','SUBJECT_AREA','Иркутск г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'7ffb6317-9ca6-44fa-ba4b-b2933119916f','SUBJECT_AREA','Иркутск-45 г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'41c5bde1-ded4-4e69-9ffc-624746f02697','SUBJECT_AREA','Иркутский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'53be03b0-9b24-433f-9e12-bc729fbf573a','SUBJECT_AREA','Казачинско-Ленский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'1ebc6207-c82c-43d1-962c-1faf19f4c720','SUBJECT_AREA','Катангский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'd1844381-4afc-4b36-89a6-bf3e90f418bb','SUBJECT_AREA','Качугский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'3d0d13df-cb04-41da-b99d-81aa5cd7bf8b','SUBJECT_AREA','Киренский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'95d1c390-626d-4ae5-905e-c53f6dca6c4d','SUBJECT_AREA','Куйтунский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'd9525af5-1719-4c4b-97a5-256baaf550c3','SUBJECT_AREA','Мамско-Чуйский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'46b2057f-fe97-46a6-91de-919e64a917a8','SUBJECT_AREA','Нижнеилимский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'608ac991-7428-4acf-9709-7fc0668a330c','SUBJECT_AREA','Нижнеудинск г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'7abe6067-b0c5-4fa8-9ce8-acad8308165f','SUBJECT_AREA','Нижнеудинский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'3a463aea-8ec8-407b-9e39-a8cb68ee56b3','SUBJECT_AREA','Нукутский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'a5d19b9a-0b3b-4bf5-8027-59536f4cf8f6','SUBJECT_AREA','Ольхонский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'4530796b-8743-4351-a02f-5664019aa1d9','SUBJECT_AREA','Осинский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'0f2073f7-2a5b-4474-a269-33628e256edc','SUBJECT_AREA','Саянск г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'c8faa3f9-8fcf-4f07-ab0a-c6f3e732ff87','SUBJECT_AREA','Свирск г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'effbc746-bde7-4592-a15e-f0e518de1d9e','SUBJECT_AREA','Слюдянский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'3374bab0-8bb6-4efc-8453-0f79027a90e2','SUBJECT_AREA','Тайшет г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'0f645d68-e465-4a68-992f-4a7f4ca8555c','SUBJECT_AREA','Тайшетский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'd6c743de-6066-4252-8893-52f6a89b4862','SUBJECT_AREA','Тулун г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'7a512e38-ac29-4b5a-ba46-b511a15f6555','SUBJECT_AREA','Тулунский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'62d25288-e1eb-4a70-afa7-bd28b86816c1','SUBJECT_AREA','Усолье-Сибирское г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'a0017207-509e-4d86-8a8b-d0af1f083964','SUBJECT_AREA','Усольский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'1384c16e-fff6-4ce3-afe6-b237c3daf9e9','SUBJECT_AREA','Усть-Илимск г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'950643dc-d0d6-422b-a7c5-2b41afbf4e6b','SUBJECT_AREA','Усть-Илимский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'a826db99-1706-45a7-a5c9-b17cca13b514','SUBJECT_AREA','Усть-Кут г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'3dfd41a9-efb2-4d00-b229-a06858bf9aab','SUBJECT_AREA','Усть-Кутский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'b020d450-8c9c-42c3-8f06-1bb67cd23240','SUBJECT_AREA','Усть-Ордынский АО','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'5ca3f3fb-97fc-402b-9ef1-fcf3983dff48','SUBJECT_AREA','Усть-Удинский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'a06b014e-de2d-4aee-b463-4ff1124c0275','SUBJECT_AREA','Черемхово г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'5d506e13-c64f-46be-bf11-d33f2a7bf2f3','SUBJECT_AREA','Черемховский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'b7b931ea-3ed7-4a53-a62d-a34e5b4ba20e','SUBJECT_AREA','Чунский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'707a7a16-6c56-4277-bbab-95da036e6dcb','SUBJECT_AREA','Шелехов г','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'da055200-a7d6-4d18-ab97-78a874f7e9e9','SUBJECT_AREA','Шелеховский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'4474e1af-b45c-4325-8072-2ef0eda9a523','SUBJECT_AREA','Эхирит-Булагатский р-н','5bbc42d9-f637-41c2-bcf9-d19e5eb5af82'
'0bdda7c9-dc9a-4fa6-a42f-cb02c1e947b1','SUBJECT_AREA','Анжеро-Судженск г','d778b86f-3496-4dce-85d6-9062622875d8'
'5f1ac926-b402-43ac-b749-9308d7bd962d','SUBJECT_AREA','Белово г','d778b86f-3496-4dce-85d6-9062622875d8'
'9c2a628d-fcc5-4cb4-af08-46c1d9447e23','SUBJECT_AREA','Беловский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'c3e20f8f-4ad3-4709-a544-b086490d9277','SUBJECT_AREA','Березовский г','d778b86f-3496-4dce-85d6-9062622875d8'
'f9719c70-7a40-4237-9aef-9fbba717d267','SUBJECT_AREA','Гурьевский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'70d3b4e4-b1a7-4a99-8a2e-b4f0d73c1a8d','SUBJECT_AREA','Ижморский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'735d7886-a6c9-40e7-9514-cd6288de8cee','SUBJECT_AREA','Калтан г','d778b86f-3496-4dce-85d6-9062622875d8'
'0c605e5f-7952-4da7-90fe-41761d1e2359','SUBJECT_AREA','Кемерово г','d778b86f-3496-4dce-85d6-9062622875d8'
'eff26271-c243-498b-8100-ba63f3050f37','SUBJECT_AREA','Кемеровский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'd0eb3cea-f700-48db-8d54-07e1b6c55a2d','SUBJECT_AREA','Киселевск г','d778b86f-3496-4dce-85d6-9062622875d8'
'd2c69747-8d8c-47fb-9cf1-e5ed210bc3e0','SUBJECT_AREA','Крапивинский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'1c9dbf7c-0642-4260-baa8-034d65e2c128','SUBJECT_AREA','Краснобродский пгт','d778b86f-3496-4dce-85d6-9062622875d8'
'ff24d099-f212-42ef-934e-5e3036a8a381','SUBJECT_AREA','Ленинск-Кузнецкий г','d778b86f-3496-4dce-85d6-9062622875d8'
'51c90f20-066d-43a6-913a-45fd1cedaaab','SUBJECT_AREA','Ленинск-Кузнецкий р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'140362ae-715e-46c4-86bf-bcc160ae11b5','SUBJECT_AREA','Мариинский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'04aaf966-71f1-40be-b60c-e85ce60102a0','SUBJECT_AREA','Междуреченск г','d778b86f-3496-4dce-85d6-9062622875d8'
'4f275643-8731-4400-89a3-18180eb995e6','SUBJECT_AREA','Мыски г','d778b86f-3496-4dce-85d6-9062622875d8'
'563b3a0d-ed72-4a09-8b93-567992699159','SUBJECT_AREA','Новокузнецк г','d778b86f-3496-4dce-85d6-9062622875d8'
'336c42de-64eb-42a9-a1a0-438ece278d2b','SUBJECT_AREA','Новокузнецкий р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'c9c7da63-0831-448e-9bc2-fd03d162c238','SUBJECT_AREA','Осинники г','d778b86f-3496-4dce-85d6-9062622875d8'
'8a61131b-9d76-453b-a9fd-d0c86fabcf88','SUBJECT_AREA','Полысаево г','d778b86f-3496-4dce-85d6-9062622875d8'
'87aca606-bbe8-458e-99f3-7617f464a8d9','SUBJECT_AREA','Прокопьевск г','d778b86f-3496-4dce-85d6-9062622875d8'
'cf635665-4660-4ffb-b6c5-cda1b6b925d1','SUBJECT_AREA','Прокопьевский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'f538fd9a-e411-48d2-a384-090dc6e2ea46','SUBJECT_AREA','Промышленновский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'e7d23df0-7f3c-46f7-9d82-49bc47df5b21','SUBJECT_AREA','Тайга г','d778b86f-3496-4dce-85d6-9062622875d8'
'42b31e18-78bd-4fcb-b488-cbee2d983e03','SUBJECT_AREA','Таштагольский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'a5038493-5956-4b2a-be0e-9ae3076fb4ef','SUBJECT_AREA','Тисульский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'cc8b92f4-1fd9-4547-9155-b1b733c7367c','SUBJECT_AREA','Топкинский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'e6608ebf-3725-4a0f-a930-cd7741bbf383','SUBJECT_AREA','Тяжинский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'71ef2f19-c8c6-47a6-b7eb-12ba7e26e35d','SUBJECT_AREA','Чебулинский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'70ab603e-766a-49e3-8c9d-4cf88cdf5072','SUBJECT_AREA','Юрга г','d778b86f-3496-4dce-85d6-9062622875d8'
'7449a189-0d20-4340-b424-9d3bb9517200','SUBJECT_AREA','Юргинский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'8903be4f-c757-43ca-a0f5-4d9565370e58','SUBJECT_AREA','Яйский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'd8a20c2e-26f0-4dcb-b0e2-4cfb19391596','SUBJECT_AREA','Яшкинский р-н','d778b86f-3496-4dce-85d6-9062622875d8'
'e7ffeb18-ad4d-491e-b74f-d8d6060aa75e','SUBJECT_AREA','Абанский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'4f8a150d-5ebc-4368-b3e8-52632c457737','SUBJECT_AREA','Ачинск г','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'fd6c9b2e-58cb-4fc6-b59c-b06c56cf5347','SUBJECT_AREA','Ачинский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'0434a659-bc1d-4892-89d8-fcec71cc66ab','SUBJECT_AREA','Байкитский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'585a6f41-834b-4a0a-99c7-db1b38c85964','SUBJECT_AREA','Балахтинский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'9b86ed3f-65a8-4f08-86df-59d8f81c99e5','SUBJECT_AREA','Березовский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'40452942-1c36-4e43-b23b-0e11a40f9a0b','SUBJECT_AREA','Бирилюсский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'e234cc3c-3734-42bd-b7c2-9fc3ed744bb1','SUBJECT_AREA','Боготол г','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'0b647aad-bd7d-4713-a5d8-8e14339d70fa','SUBJECT_AREA','Боготольский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'd7f9d45b-a06f-49bd-8e81-aceed437d6a4','SUBJECT_AREA','Богучанский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'ea467e3c-ae52-41ce-bcde-4af6286f3ed8','SUBJECT_AREA','Большемуртинский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'54c1d0ff-c61f-4729-ad32-f95dd7fb9790','SUBJECT_AREA','Большеулуйский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'7e6ceb9f-8dc3-4a27-9489-b948efb33756','SUBJECT_AREA','Бородино г','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'74bc5c6e-ac73-46d6-aa7e-acc6f8937bdf','SUBJECT_AREA','Дзержинский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'afaf6bb2-93ea-4e31-91fc-e9366844c7ca','SUBJECT_AREA','Дивногорск г','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'c9e89c28-8c10-4892-a243-072aa5ed5313','SUBJECT_AREA','Емельяновский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'dfd3cd95-0560-4cea-8188-41d8650c2b38','SUBJECT_AREA','Енисейск г','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'06ce9592-0a61-4bad-8758-875d63dc712b','SUBJECT_AREA','Енисейский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'd30b341e-c758-4dd0-a571-e66b18c8ad75','SUBJECT_AREA','Ермаковский р-н','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'35b8f8cf-b17c-4e5e-b093-bbdd6cd26d95','SUBJECT_AREA','Железногорск г','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
'fe3a1a53-1674-43c5-b827-54562ef8f856','SUBJECT_AREA','Заозерный г','d452d57d-8dc5-43e5-81c7-4e5e824731ef'
